,title,type,eps_count,rate,content_descriptors,seasons_count,series_launch_year,Votes
925,skull-face bookseller honda-san,series,12,4.6,"الفجور, حوار ملمح",1,2018,3215
926,sleepy princess in the demon castle,series,12,4.8,"الفجور, العنف",1,2022,12872
927,slow loop,series,12,4.7,"تعاطي المخدرات/الكحول, الفجور",1,2022,1230
928,smile down the runway,series,12,4.6,الصور الجنسية,1,2022,1577
929,smile of the arsnotoria the animation,series,12,3.6,العنف,1,2022,1590
930,snack basue,series,13,3.3,"تعاطي المخدرات/الكحول, العري, الفجور, الصور الجنسية, حوار ملمح",1,2024,1103
931,"so i'm a spider, so what?",series,24,4.7,"الدم/القتل, الفجور, العنف",1,2021,78305
932,solo leveling,series,26,4.9,"الدم/القتل, العنف",2,2025,780718
933,solty rei,series,25,4.3,"العري, الفجور, العنف",1,2017,485
934,somali and the forest spirit,series,13,4.8,"الفجور, العنف",1,2020,10968
935,sonny boy,series,12,4.6,العنف,1,2022,8080
936,sony music animesongs online 2022,series,1,4.5,unknown,1,2022,333
937,sorairo utility,series,1,4.4,العري,1,2021,487
938,sorcerous stabber orphen,series,49,4.0,"العري, الفجور, العنف",4,2023,3004
939,sorcery in the big city,series,1,3.9,"الفجور, العنف",1,2017,353
940,soul buster,series,12,3.4,"الفجور, العنف",1,2016,276
941,sound! euphonium,series,40,4.8,"الفجور, الصور الجنسية",3,2015,7422
942,space battleship tiramisu,series,33,3.7,"الفجور, حوار ملمح, العنف",2,2019,634
943,space patrol luluco,series,14,4.5,"الفجور, الصور الجنسية, العنف",1,2016,1254
944,sparrow's hotel,series,12,3.5,"الفجور, الصور الجنسية, العنف",1,2013,211
945,speed grapher,series,24,4.3,"الدم/القتل, العري, التدخين, المحتوى الجنسي, العنف",1,2017,754
946,spice and wolf: merchant meets the wise wolf,series,25,4.8,"تعاطي المخدرات/الكحول, العري, الفجور, العنف",1,2024,26777
947,spiritpact,series,22,4.6,"حوار ملمح, العنف",2,2017,5916
948,spy x family,series,37,4.9,"الفجور, التدخين, العنف",2,2022,343404
949,squid girl,series,30,4.6,"الفجور, العنف",3,2010,2850
950,squishy! black clover,series,8,4.2,حوار ملمح,1,2020,830
951,ssss.dynazenon,series,13,4.4,"الفجور, العنف",2,2024,1819
952,ssss.gridman,series,12,4.4,"الفجور, العنف",1,2018,2484
953,stand my heroes: piece of truth,series,13,3.8,"تعاطي المخدرات/الكحول, العنف",2,2023,1075
954,stardust telepath,series,12,4.5,الفجور,1,2023,3115
955,starlight promises,series,1,4.2,العنف,1,2018,420
956,starmyu,series,24,4.3,الفجور,2,2017,273
957,stella of the theater: world dai star,series,12,4.4,الفجور,1,2023,988
958,straight title robot anime,series,12,2.5,"حوار ملمح, العنف",1,2013,256
959,strange+,series,25,3.4,"العري, العنف",2,2014,247
960,strike witches,series,24,4.1,"العري, التدخين, العنف",2,2020,1699
961,strike witches: 501st joint fighter wing take off!,series,12,4.2,"الصور الجنسية, حوار ملمح",1,2021,424
962,"studio apartment, good lighting, angel included",series,12,4.6,"الصور الجنسية, حوار ملمح",1,2024,9699
963,sugar apple fairy tale,series,24,4.8,"تعاطي المخدرات/الكحول, العنف",1,2023,29568
964,summer pockets,series,5,4.6,"الصور الجنسية, حوار ملمح",1,2025,2654
965,summoned to another world for a second time,series,12,3.7,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, العنف",1,2023,20773
966,super cub,series,12,4.8,unknown,1,2021,4020
967,super lovers,series,20,4.2,"الفجور, التدخين, المحتوى الجنسي, حوار ملمح",2,2016,9382
968,suppose a kid from the last dungeon boonies moved to a starter town,series,12,4.4,"الصور الجنسية, العنف",1,2022,22188
969,suzume,series,1,4.9,"الفجور, العنف",1,2023,45091
970,sweet reincarnation,series,12,4.5,العنف,1,2023,23274
971,sword art online,series,27,4.7,العنف,2,2013,93146
972,sword art online -fulldive-,series,1,4.3,العنف,1,2023,1295
973,sword art online alternative: gun gale online,series,12,4.5,"الفجور, الصور الجنسية, الانتحار, العنف",1,2024,15718
974,symphogear,series,65,4.6,"العري, العنف",5,2015,1242
975,tabimachi lateshow,series,4,4.0,التدخين,1,2016,197
976,"tadaima, okaeri",series,12,4.6,"الفجور, حوار ملمح",1,2024,19945
977,taisho mebiusline chicchaisan,series,13,3.1,"رعب خارق للطبيعة, العنف",1,2017,287
978,taisho otome fairy tale,series,12,4.8,"الفجور, حوار ملمح",1,2022,8537
979,takt op.destiny,series,12,4.6,"الفجور, العنف",1,2021,28496
980,tales of crestoria -the wake of sin-,series,1,3.8,العنف,1,2020,438
981,tales of luminaria the fateful crossroad,series,2,3.5,العنف,1,2022,1279
982,tales of wedding rings,series,12,4.2,"العري, المحتوى الجنسي, حوار ملمح, العنف",1,2024,25684
983,tama of the 3rd district -have you seen my tama?,series,26,3.9,العنف,1,2020,107
984,tamayomi: the baseball girls,series,12,4.2,الفجور,1,2022,1203
985,tantei team kz jiken note,series,16,3.8,العنف,1,2015,140
986,tawawa on monday,series,24,4.2,الصور الجنسية,2,2021,3486
987,tearmoon empire,series,12,4.7,"الفجور, العنف",1,2023,14741
988,technoroid overmind,series,12,3.8,الفجور,1,2023,1248
989,teekyu,series,109,3.6,"الفجور, الصور الجنسية, حوار ملمح, العنف",9,2012,716
990,tegami bachi letter bee,series,52,4.5,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",1,2009,4541
991,tenchi muyo! gxp paradise starting,series,6,4.2,"تعاطي المخدرات/الكحول, الفجور",1,2023,765
992,tenchi muyo! ryo-ohki,series,10,4.4,"تعاطي المخدرات/الكحول, العري, العنف",2,2020,581
993,tenchi muyo! war on geminar,series,13,4.6,"العري, الفجور, الصور الجنسية, العنف",1,2022,5116
994,tenjho tenge,series,26,4.3,"الفجور, الصور الجنسية, العنف",1,2015,2250
995,tenpuru,series,13,4.5,"المحتوى الجنسي, الصور الجنسية, حوار ملمح",1,2023,9765
996,teogonia,series,5,4.5,"الصور الجنسية, العنف",1,2025,5519
997,teppen!!!!!!!!!!!!!!! laughing 'til you cry,series,12,3.8,الانتحار,1,2022,1049
998,terra formars,series,27,4.2,"الدم/القتل, الفجور, العنف",2,2014,3758
999,tesla note,series,13,2.7,العنف,1,2022,318
1000,that is the bottleneck,series,12,3.7,"الفجور, العنف",1,2020,149
1001,that time i got reincarnated as a slime,series,86,4.9,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, حوار ملمح, العنف",6,2021,229029
1002,"the 100 girlfriends who really, really, really, really, really love you",series,24,4.7,"الفجور, المحتوى الجنسي, الصور الجنسية, حوار ملمح",2,2025,54031
1003,the 8th son? are you kidding me?,series,12,4.4,"الفجور, العنف",1,2020,34722
1004,the ambition of oda nobuna,series,15,4.5,"العري, الفجور, الصور الجنسية, العنف",1,2012,3783
1005,the ancient magus' bride,series,54,4.8,"الفجور, العنف",4,2023,57461
1006,the angel next door spoils me rotten,series,12,4.9,"الفجور, حوار ملمح",1,2023,74886
1007,the apothecary diaries,series,41,4.9,"تعاطي المخدرات/الكحول, التدخين, الصور الجنسية, حوار ملمح, الانتحار, العنف",2,2025,234896
1008,the aquatope on white sand,series,24,4.7,الفجور,1,2021,4934
1009,the aristocrat’s otherworldly adventure: serving gods who go too far,series,12,4.6,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, العنف",1,2023,72778
1010,the banished former hero lives as he pleases,series,12,2.9,العنف,1,2024,24439
1011,the beginning after the end,series,5,3.8,"الفجور, حوار ملمح, العنف",1,2025,53680
1012,the brilliant healer's new life in the shadows,series,6,4.4,"العري, العنف",1,2025,16210
1013,the café terrace and its goddesses,series,24,4.7,"الفجور, التدخين, الصور الجنسية, حوار ملمح",1,2024,25523
1014,the case files of jeweler richard,series,12,4.6,"مواضيع للبالغين, الفجور",1,2020,3293
1015,the case study of vanitas,series,24,4.8,"تعاطي المخدرات/الكحول, التدخين, الصور الجنسية, العنف",1,2023,43851
1016,the concierge,series,1,4.6,تعاطي المخدرات/الكحول,1,2024,421
1017,the daily life of a middle-aged online shopper in another world,series,13,4.3,"العري, المحتوى الجنسي, حوار ملمح, العنف",1,2025,21052
1018,the daily life of the immortal king,series,51,4.5,"الفجور, العنف",4,2022,57987
1019,the dawn of the witch,series,12,4.2,"الدم/القتل, الفجور, الصور الجنسية, العنف",1,2022,19387
1020,the defective,series,16,3.9,العنف,1,2022,533
1021,the demon prince of momochi house,series,12,4.4,"العري, الفجور, رعب خارق للطبيعة, العنف",1,2024,13334
1022,the detective is already dead,series,12,4.5,"تعاطي المخدرات/الكحول, التدخين, الصور الجنسية, العنف",1,2023,12053
1023,the devil is a part-timer!,series,25,4.5,"الفجور, الصور الجنسية, العنف",1,2022,39416
1024,the diary of ochibi (motion manga),series,20,2.9,unknown,1,2015,66
1025,the do-over damsel conquers the dragon emperor,series,12,4.6,"حوار ملمح, الانتحار, العنف",1,2024,25549
1026,the duke of death and his maid,series,36,4.7,"الفجور, التدخين, الصور الجنسية, حوار ملمح, العنف",3,2024,20956
1027,the dungeon of black company,series,12,4.5,"التدخين, الصور الجنسية, العنف",1,2022,12262
1028,the eccentric family 2,series,12,4.6,"الفجور, التدخين, العنف",1,2017,463
1029,the elusive samurai,series,13,4.8,"الدم/القتل, رعب خارق للطبيعة, العنف",1,2024,22546
1030,the family circumstances of the irregular witch,series,12,4.2,"الفجور, التدخين, الصور الجنسية, حوار ملمح, العنف",1,2023,5229
1031,the faraway paladin,series,25,4.6,"الفجور, حوار ملمح, العنف",2,2023,48686
1032,the fire hunter,series,20,4.3,العنف,1,2023,2946
1033,the foolish angel dances with the devil,series,12,4.3,"الفجور, الصور الجنسية, حوار ملمح, العنف",1,2024,18923
1034,"the fruit of evolution: before i knew it, my life had it made",series,24,4.0,"الصور الجنسية, حوار ملمح, العنف",2,2021,44413
1035,the gene of ai,series,12,4.2,"الفجور, العنف",1,2023,2240
1036,the genius prince's guide to raising a nation out of debt,series,12,4.8,"الفجور, الصور الجنسية, العنف",1,2023,28846
1037,the girl from the other side,series,3,4.7,"الخوف, العنف",1,2022,8781
1038,the girl i like forgot her glasses,series,13,4.6,الفجور,1,2023,21187
1039,the god of high school,series,14,4.6,"الفجور, التدخين, الصور الجنسية, العنف",1,2020,51257
1040,the gorilla god's go-to girl,series,5,4.6,"الفجور, حوار ملمح, العنف",1,2025,7472
1041,the great cleric,series,12,4.7,العنف,1,2023,52020
1042,the great jahy will not be defeated!,series,20,4.5,"الفجور, الصور الجنسية, العنف",1,2021,8389
1043,the greatest demon lord is reborn as a typical nobody,series,12,4.3,"الفجور, حوار ملمح, العنف",1,2022,50639
1044,"the healer who was banished from his party, is, in fact, the strongest",series,12,3.8,"الفجور, الصور الجنسية, العنف",1,2024,23416
1045,the heike story,series,11,4.6,"الانتحار, العنف",1,2022,1530
1046,the hidden dungeon only i can enter,series,12,4.5,"العري, المحتوى الجنسي, حوار ملمح, العنف",1,2021,36448
1047,the highschool life of a fudanshi,series,12,4.3,حوار ملمح,1,2016,2990
1048,the honor at magic high school,series,13,4.5,العري,1,2022,3113
1049,the house spirit tatami-chan,series,12,3.1,"الفجور, حوار ملمح",1,2020,142
1050,the human crazy university,series,12,3.5,"الفجور, الانتحار, التعذيب, العنف",1,2022,928
1051,the ice guy and his cool female colleague,series,12,4.7,"تعاطي المخدرات/الكحول, الفجور",1,2023,34893
1052,the iceblade sorcerer shall rule the world,series,12,4.4,"الصور الجنسية, العنف",1,2023,42328
1053,the idaten deities know only peace,series,11,4.6,"الدم/القتل, العري, العنف الجنسي, التدخين, العنف",1,2021,5509
1054,the idolm@ster cinderella girls,series,25,4.4,unknown,1,2017,393
1055,the idolm@ster cinderella girls theater,series,92,3.9,unknown,4,2019,159
1056,the idolm@ster cinderella girls u149,series,12,4.4,"الفجور, التدخين",1,2023,690
1057,the idolm@ster million live!,series,12,4.0,unknown,1,2023,502
1058,the idolm@ster shiny colors,series,24,3.2,العنف,2,2024,738
1059,the idolm@ster sidem,series,14,3.9,تعاطي المخدرات/الكحول,1,2017,244
1060,the idolm@ster sidem  wakeatte mini!,series,12,3.4,unknown,1,2018,80
1061,the irregular at magic high school,series,40,4.5,"العري, حوار ملمح, العنف",3,2024,29021
1062,the irresponsible galaxy tylor,series,12,2.3,"الصور الجنسية, العنف",1,2017,168
1063,the island of giant insects,series,2,3.0,"الدم/القتل, العري, المحتوى الجنسي, العنف",1,2020,1483
1064,the journey,series,1,3.5,العنف,1,2022,978
1065,the king's avatar,series,24,4.6,"الفجور, الشتائم, العنف",2,2025,3641
1066,the kingdoms of ruin,series,12,4.1,"تعاطي المخدرات/الكحول, العري, الفجور, العنف",1,2023,34302
1067,the last summoner,series,23,4.0,"الفجور, الصور الجنسية, العنف",2,2023,13611
1068,the legend of heroes: trails of cold steel - northern war,series,12,3.9,"الفجور, العنف",1,2023,3652
1069,the legendary hero is dead!,series,12,4.1,"الفجور, الصور الجنسية, حوار ملمح, العنف",1,2023,16955
1070,the leveling of solo leveling,series,2,4.3,العنف,1,2024,3190
1071,the little lies we all tell,series,11,4.5,"الفجور, العنف",1,2022,1649
1072,the lost village,series,12,3.5,"الفجور, التدخين, العنف",1,2016,1696
1073,the magical girl and the evil lieutenant used to be archenemies,series,12,4.6,"الفجور, التدخين, الصور الجنسية, حوار ملمح, العنف",1,2024,15490
1074,the magical revolution of the reincarnated princess and the genius young lady,series,12,4.6,"تعاطي المخدرات/الكحول, الصور الجنسية, العنف",1,2023,22796
1075,the maid i hired recently is mysterious,series,11,4.5,الصور الجنسية,1,2022,14088
1076,the many sides of voice actor radio,series,12,4.4,"تعاطي المخدرات/الكحول, العري, حوار ملمح",1,2024,4287
1077,the marginal service,series,12,3.3,"تعاطي المخدرات/الكحول, الفجور, التدخين, الصور الجنسية, حوار ملمح, العنف",1,2023,1553
1078,the master of diabolism,series,65,4.9,"الفجور, العنف",4,2024,9214
1079,the masterful cat is depressed again today,series,13,4.8,تعاطي المخدرات/الكحول,1,2023,11063
1080,the melody of oblivion,series,24,3.7,"العري, المحتوى الجنسي, حوار ملمح, رعب خارق للطبيعة, العنف",1,2010,408
1081,the misfit of demon king academy,series,24,4.6,"العري, الانتحار, العنف",1,2020,73737
1082,"the most notorious ""talker"" runs the world's greatest clan",series,12,4.8,"التدخين, الانتحار, العنف",1,2024,35184
1083,the nameko families,series,19,3.5,unknown,1,2015,89
1084,the new gate,series,12,4.4,"الصور الجنسية, العنف",1,2024,30974
1085,the night beyond the tricornered window,series,12,4.4,"حوار ملمح, رعب خارق للطبيعة, العنف",1,2021,5554
1086,the ones within,series,12,4.4,"الفجور, التدخين, الصور الجنسية, العنف",1,2022,1197
1087,"the ossan newbie adventurer, trained to death by the most powerful party, became invincible",series,12,4.8,"الصور الجنسية, العنف",1,2024,69886
1088,the perfect insider,series,11,4.3,"مواضيع للبالغين, الدم/القتل, العنف",1,2015,1047
1089,the price of smiles,series,12,3.5,العنف,1,2019,643
1090,the prince of tennis,series,178,4.6,"الفجور, التدخين, العنف",1,2022,3402
1091,the prince of tennis ii,series,20,4.6,"العري, الفجور, التدخين",2,2022,1411
1092,the prince of tennis ii hyotei vs. rikkai game of future,series,2,4.0,الفجور,1,2023,388
1093,the prince of tennis ii ova vs genius 10,series,10,4.5,الفجور,1,2015,651
1094,the prince of tennis ii u-17 world cup,series,26,4.4,"الفجور, العنف",2,2024,2672
1095,the promised neverland,series,12,4.5,"رعب خارق للطبيعة, العنف",1,2019,48010
1096,the red ranger becomes an adventurer in another world,series,12,3.9,"العري, الصور الجنسية, العنف",1,2025,14486
1097,the reflection,series,12,3.0,"تعاطي المخدرات/الكحول, الفجور, العنف",1,2017,553
1098,the reincarnation of the strongest exorcist in another world,series,13,4.7,"الفجور, حوار ملمح, العنف",1,2023,54614
1099,the rising of the shield hero,series,50,4.7,"العري, الفجور, حوار ملمح, العنف",3,2023,149322
1100,the royal tutor,series,13,4.7,"الصور الجنسية, حوار ملمح, العنف",2,2017,5223
1101,the saint's magic power is omnipotent,series,24,4.7,"الفجور, العنف",2,2023,38531
1102,the shiunji family children,series,5,4.6,"الصور الجنسية, حوار ملمح",1,2025,6244
1103,the silver guardian,series,18,3.7,"الصور الجنسية, العنف",2,2017,3162
1104,the slime diaries,series,12,4.7,"الصور الجنسية, العنف",1,2021,20296
1105,the sprites of floria,series,1,3.0,العنف,1,2018,141
1106,the stories of girls who couldn't be magicians,series,12,3.9,العنف,1,2024,1404
1107,the stranger by the shore,series,1,4.8,"التدخين, المحتوى الجنسي, حوار ملمح",1,2022,21167
1108,the strongest magician in the demon lord's army was a human,series,12,4.2,"حوار ملمح, العنف",1,2024,31549
1109,the strongest sage with the weakest crest,series,12,4.3,"الفجور, العنف",1,2022,41268
1110,the strongest tank's labyrinth raids -a tank with a rare 9999 resistance skill got kicked from the hero's party-,series,12,4.1,"الصور الجنسية, حوار ملمح, العنف",1,2024,19859
1111,the tale of outcasts,series,13,4.6,"تعاطي المخدرات/الكحول, الفجور, التدخين, الانتحار, العنف",1,2023,6823
1112,the tenth prism (motion manga),series,8,2.8,العنف,1,2015,160
1113,the testament of sister new devil,series,23,4.5,"العري, التدخين, المحتوى الجنسي, العنف",3,2015,18431
1114,the too-perfect saint: tossed aside by my fiancé and sold to another kingdom,series,5,4.8,العنف,1,2025,7731
1115,the tower of druaga,series,24,3.8,"الفجور, الصور الجنسية, حوار ملمح, العنف",2,2023,1279
1116,the unaware atelier meister,series,6,4.8,"الفجور, العنف",1,2025,24563
1117,the unlimited hyobu kyosuke,series,13,4.5,العنف,1,2012,1341
1118,the unwanted undead adventurer,series,12,4.8,"العري, العنف",1,2024,69034
1119,the vampire dies in no time,series,24,4.6,"تعاطي المخدرات/الكحول, الفجور, المحتوى الجنسي, الصور الجنسية, حوار ملمح, العنف",2,2023,4573
1120,the weakest tamer began a journey to pick up trash,series,12,4.8,العنف,1,2024,38239
1121,the witch and the beast,series,12,4.8,"الدم/القتل, العري, الفجور, التدخين, الانتحار, العنف",1,2024,24962
1122,the world ends with you the animation,series,12,4.0,"الفجور, العنف",1,2022,1876
1123,the world god only knows,series,37,4.5,"العري, الفجور, حوار ملمح, العنف",3,2010,12249
1124,the world is still beautiful,series,12,4.7,"الفجور, العنف",1,2014,9525
1125,the world's finest assassin gets reincarnated in another world as an aristocrat,series,12,4.7,"العري, الفجور, العنف الجنسي, العنف",1,2021,88522
1126,the wrong way to use healing magic,series,13,4.8,"الفجور, العنف",1,2024,89032
1127,the yakuza's guide to babysitting,series,12,4.8,"الفجور, العنف",1,2022,27238
1128,this boy is a professional wizard,series,4,4.3,تعاطي المخدرات/الكحول,1,2016,2305
1129,those snow white notes,series,12,4.8,"الفجور, العنف",1,2021,6386
1130,thunderbolt fantasy,series,54,3.8,"الفجور, التدخين, العنف",6,2016,1327
1131,tiger mask w,series,38,4.3,"الفجور, الصور الجنسية, العنف",1,2016,385
1132,time of eve,series,6,4.7,"الفجور, الصور الجنسية",1,2008,5501
1133,time travel girl,series,12,3.9,"الفجور, العنف",1,2017,110
1134,to be hero,series,12,4.1,"العري, الفجور, حوار ملمح",1,2016,963
1135,to be hero x,series,5,4.8,"الفجور, الانتحار, العنف",1,2025,27728
1136,to be heroine,series,8,3.5,"العري, الفجور, حوار ملمح",1,2018,1283
1137,to your eternity,series,40,4.8,"الفجور, رعب خارق للطبيعة, العنف",2,2021,60204
1138,toilet-bound hanako-kun,series,12,4.8,"التدخين, حوار ملمح, رعب خارق للطبيعة, العنف",1,2025,31764
1139,tokyo 24th ward,series,12,4.2,العنف,1,2022,2699
1140,tokyo ravens,series,24,4.5,"التدخين, الصور الجنسية, حوار ملمح, العنف",1,2018,3833
1141,tokyo revengers,series,24,4.7,"الفجور, العنف الجنسي, التدخين, الصور الجنسية, الانتحار, العنف",1,2021,100010
1142,tokyo revengers (live action),series,1,3.8,"الفجور, الانتحار, العنف",1,2023,2263
1143,tomo-chan is a girl!,series,13,4.8,"الفجور, الصور الجنسية, العنف",1,2023,95182
1144,tomodachi game,series,12,4.7,"الفجور, حوار ملمح, التعذيب, العنف",1,2022,35692
1145,tonari no seki-kun: the master of killing time,series,21,4.7,"الفجور, العنف",1,2014,4909
1146,tonari no yokai-san,series,13,4.6,"الفجور, التدخين, العنف",1,2024,2499
1147,tonikawa: over the moon for you,series,31,4.8,"المحتوى الجنسي, الصور الجنسية, حوار ملمح, العنف",3,2020,62825
1148,total eclipse,series,27,4.2,"الدم/القتل, العري, الفجور, الانتحار, العنف",1,2012,1319
1149,touken ranbu kai kyoden,series,9,3.5,"الدم/القتل, تعاطي المخدرات/الكحول, الانتحار, العنف",2,2024,1461
1150,tower of god,series,39,4.6,"الفجور, التدخين, الانتحار, العنف",2,2020,109597
1151,train to the end of the world,series,13,4.6,"التدخين, حوار ملمح, العنف",1,2024,5361
1152,trapezium,series,1,4.0,الفجور,1,2025,371
1153,trapped in a dating sim: the world of otome games is tough for mobs,series,12,4.8,"الفجور, العنف",1,2022,81121
1154,traveling daru,series,2,4.1,unknown,1,2012,145
1155,tribe nine,series,12,4.0,unknown,1,2024,1207
1156,trickster,series,24,4.1,"الفجور, التدخين, الانتحار, العنف",1,2016,1166
1157,trigun,series,27,4.9,"تعاطي المخدرات/الكحول, العري, الفجور, التدخين, الانتحار, العنف",2,2018,13669
1158,trigun stampede,series,12,4.5,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",1,2023,31180
1159,trillion game,series,26,4.4,"الفجور, التدخين, المحتوى الجنسي, الصور الجنسية, العنف",1,2024,4747
1160,trinity blood,series,24,4.6,"رعب خارق للطبيعة, العنف",1,2017,2245
1161,trinity seven,series,14,4.6,"العري, حوار ملمح, العنف",3,2019,13542
1162,true beauty,series,13,4.3,"الفجور, الانتحار, العنف",1,2024,17510
1163,true cooking master boy,series,24,4.1,"الفجور, العنف",1,2019,407
1164,try knights,series,12,3.5,الفجور,1,2019,772
1165,tsugumomo,series,25,4.6,"العري, المحتوى الجنسي, حوار ملمح, العنف",3,2017,5414
1166,tsukigakirei,series,13,4.7,"الفجور, حوار ملمح",1,2017,10212
1167,tsukimichi -moonlit fantasy-,series,37,4.8,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, حوار ملمح, العنف",2,2021,146923
1168,tsukipro the animation,series,13,4.0,"العري, حوار ملمح, العنف",1,2017,213
1169,tsukiuta. the animation,series,13,4.1,"الفجور, العنف",1,2020,217
1170,tsumasho,series,12,4.5,"مواضيع للبالغين, تعاطي المخدرات/الكحول, التدخين, حوار ملمح",1,2024,4472
1171,tsuredure children,series,12,4.6,"الفجور, التدخين, حوار ملمح",1,2017,12694
1172,tsurune,series,14,4.8,الفجور,1,2019,5764
1173,twilight out of focus,series,12,4.2,"مواضيع للبالغين, الفجور, المحتوى الجنسي",1,2024,29671
1174,twin angel: twinkle paradise,series,12,3.6,"الصور الجنسية, حوار ملمح, العنف",1,2011,160
1175,twin angels break,series,12,2.7,"الصور الجنسية, العنف",1,2017,628
1176,twin star exorcists,series,50,4.5,"الفجور, الصور الجنسية, حوار ملمح, العنف",1,2016,13395
1177,tying the knot with an amagami sister,series,25,4.7,"تعاطي المخدرات/الكحول, الصور الجنسية, حوار ملمح",1,2025,16927
1178,ulysses: jeanne d'arc and the alchemist knight,series,12,3.0,"العري, العنف الجنسي, المحتوى الجنسي, العنف",1,2018,4364
1179,umamusume: pretty derby,series,26,4.6,الفجور,2,2023,3582
1180,umayon,series,12,4.2,unknown,1,2020,353
1181,undead murder farce,series,13,4.8,"الفجور, التدخين, الصور الجنسية, العنف",1,2023,21710
1182,under ninja,series,12,4.3,"تعاطي المخدرات/الكحول, العري, الفجور, العنف",1,2023,5154
1183,uniteup!,series,26,4.1,"تعاطي المخدرات/الكحول, الفجور",2,2025,1502
1184,unnamed memory,series,24,4.4,"الصور الجنسية, حوار ملمح, العنف",1,2025,27134
1185,urahara,series,12,3.4,العنف,1,2017,241
1186,urawa no usagi-chan,series,12,3.4,الفجور,1,2015,184
1187,utawarerumono mask of truth,series,28,4.4,العنف,1,2022,2133
1188,uzaki-chan wants to hang out!,series,25,4.6,"الصور الجنسية, حوار ملمح",2,2022,34746
1189,vampire dormitory,series,12,4.2,"الصور الجنسية, الانتحار, العنف",1,2024,16735
1190,vandread,series,28,4.6,"تعاطي المخدرات/الكحول, الفجور, التدخين, الصور الجنسية, العنف",3,2022,1378
1191,vazzrock the animation,series,13,2.2,"الفجور, التدخين, العنف",1,2022,986
1192,villainess level 99: i may be the hidden boss but i'm not the demon lord,series,12,4.7,العنف,1,2024,41251
1193,vinland saga,series,48,4.8,"الدم/القتل, الفجور, العنف",2,2022,91369
1194,virtualsan - looking,series,12,2.5,"الفجور, العنف",1,2019,197
1195,vivy -fluorite eye's song-,series,13,4.8,"الدم/القتل, العنف",1,2022,16304
1196,vlad love,series,12,3.5,"الفجور, التدخين, الصور الجنسية, حوار ملمح, العنف",1,2021,320
1197,voice of fox,series,12,4.1,"الفجور, الانتحار",1,2018,750
1198,vtuber legend: how i went viral after forgetting to turn off my stream,series,13,4.0,"تعاطي المخدرات/الكحول, المحتوى الجنسي, حوار ملمح",1,2024,9263
1199,wacky tv nanana,series,72,3.2,"الفجور, حوار ملمح, العنف",3,2019,198
1200,wagamama high spec,series,12,3.3,"الصور الجنسية, حوار ملمح",1,2016,611
1201,wakakozake,series,12,4.6,تعاطي المخدرات/الكحول,1,2015,1197
1202,wakakozake (drama),series,24,4.3,"تعاطي المخدرات/الكحول, التدخين",2,2016,323
1203,"wake up, girls!",series,37,4.1,"الفجور, التدخين, الصور الجنسية, حوار ملمح",4,2014,327
1204,walkure romanze,series,13,4.0,"العري, الصور الجنسية, حوار ملمح",1,2013,1680
1205,wandering witch: the journey of elaina,series,12,4.6,"تعاطي المخدرات/الكحول, التدخين, الصور الجنسية, التعذيب, العنف",1,2023,12033
1206,wataten!: an angel flew down to me,series,14,4.5,"التدخين, العنف",2,2019,2276
1207,wave!! -let's go surfing!!-,series,12,4.0,تعاطي المخدرات/الكحول,1,2021,1253
1208,"wave, listen to me!",series,12,4.5,"الفجور, التدخين, الصور الجنسية, العنف",1,2023,610
1209,we rent tsukumogami,series,12,4.2,"حوار ملمح, العنف",1,2018,684
1210,web ghosts pipopa,series,51,4.2,"الفجور, الصور الجنسية, العنف",1,2009,359
1211,welcome to demon school! iruma-kun,series,65,4.8,"الفجور, العنف",3,2023,64061
1212,"welcome to japan, ms. elf!",series,12,4.7,"الصور الجنسية, العنف",1,2025,12189
1213,welcome to the japari park,series,36,3.3,العنف,1,2018,161
1214,when supernatural battles became commonplace,series,12,4.4,"التدخين, المحتوى الجنسي, الصور الجنسية, حوار ملمح, العنف",1,2014,4108
1215,why does nobody remember me in this world?,series,12,4.3,"الصور الجنسية, العنف",1,2024,25573
1216,why raeliana ended up at the duke's mansion,series,12,4.8,"تعاطي المخدرات/الكحول, الفجور, حوار ملمح, العنف",1,2023,61171
1217,wind breaker,series,18,4.8,العنف,2,2025,103281
1218,wistoria: wand and sword,series,12,4.8,العنف,1,2024,97395
1219,witch watch,series,5,4.7,"الفجور, العنف",1,2025,7046
1220,witchblade,series,24,4.4,"تعاطي المخدرات/الكحول, الفجور, التدخين, الصور الجنسية, العنف",1,2023,1427
1221,witchy precure!,series,50,4.2,العنف,1,2024,604
1222,"with a dog and a cat, every day is fun",series,24,4.5,الفجور,1,2021,1723
1223,wixoss diva(a)live,series,12,4.0,"الصور الجنسية, العنف",1,2021,233
1224,wonder egg priority,series,13,4.5,"العري, إيذاء الذات, العنف الجنسي, حوار ملمح, الانتحار, العنف",1,2022,15300
1225,wonder momo,series,7,2.4,العنف,1,2014,181
1226,wonderful precure!,series,50,4.0,العنف,1,2024,1501
